index,headline,source_url,publish_date,publisher,crawl_type,Date
128,Stay-at-home fathers in S’pore face stigma amid persistent belief mothers are best caregivers: Study,https://www.todayonline.com/singapore/stay-home-fathers-spore-face-stigma-amid-persistent-belief-mothers-are-best-caregivers,2020-30-01,Today,manual,2020-01-30
129,"Chingay Parade, Singapore Airshow to continue with added precautions against Wuhan virus",https://www.todayonline.com/singapore/chingay-parade-singapore-airshow-continue-added-precautions-against-wuhan-virus,2020-30-01,Today Online,auto,2020-01-30
130,Wanted: Hundreds of temperature screeners to be paid up to S$32 an hour amid Wuhan virus outbreak,https://www.todayonline.com/singapore/wanted-hundreds-temperature-screeners-who-will-be-paid-s32-hour-amid-wuhan-virus-outbreak,2020-30-01,Today Online,auto,2020-01-30
131,China’s ‘demon’ virus leaves health experts at odds on when infection rate will slow,https://www.todayonline.com/world/chinas-demon-virus-leaves-health-experts-odds-when-infection-rate-will-slow,2020-30-01,Today Online,auto,2020-01-30
132,Muslims who are feeling unwell need not attend Friday prayers: Muis,https://www.todayonline.com/singapore/muslims-who-are-feeling-unwell-need-not-attend-friday-prayers-muis,2020-30-01,Today Online,auto,2020-01-30
133,Stranded in Wuhan: Foreigners raise call for help in virus epicentre,https://www.todayonline.com/world/stranded-wuhan-foreigners-raise-call-help-virus-epicentre,2020-30-01,Today Online,auto,2020-01-30
134,Netizens Can't Get Over Lin Chiling’s Unusually Sharp Chin In Her Video Thanking Medical Staff Fighting Wuhan Virus,https://www.todayonline.com/8days/sceneandheard/entertainment/netizens-cant-get-over-lin-chilings-unusually-sharp-chin-her-video,2020-30-01,Today,manual,2020-01-30
135,Travellers breach Wuhan coronavirus lockdown by crossing bridge over Yangtze on foot,https://www.todayonline.com/world/travellers-breach-wuhan-coronavirus-lockdown-crossing-bridge-over-yangtze-foot,2020-31-01,Today Online,auto,2020-01-31
136,Explainer: What WHO’s declaration of Wuhan coronavirus as a global emergency means for the man in the street,https://www.todayonline.com/singapore/explainer-how-does-whos-declaration-wuhan-coronavirus-global-emergency-affect-singapore,2020-31-01,Today Online,auto,2020-01-31
137,The global spread of the coronavirus: Where is it?,https://www.todayonline.com/world/global-spread-coronavirus-where-it,2020-31-01,Today Online,auto,2020-01-31
138,"As Wuhan coronavirus spreads, so does anti-Chinese sentiment",https://www.todayonline.com/world/wuhan-coronavirus-spreads-so-does-anti-chinese-sentiment,2020-31-01,Today Online,auto,2020-01-31
139,"Pilots, flight attendants demand flights to China stop as Wuhan coronavirus fear mounts worldwide",https://www.todayonline.com/world/pilots-flight-attendants-demand-flights-china-stop-wuhan-coronavirus-fear-mounts-worldwide,2020-31-01,Today Online,auto,2020-01-31
140,Malaysia to donate 18 million medical rubber gloves to Wuhan,https://www.todayonline.com/world/malaysia-donate-18-million-medical-rubber-gloves-wuhan,2020-31-01,Today Online,auto,2020-01-31
141,Thousands held on liner in Italy over virus fears for China couple,https://www.todayonline.com/world/thousands-held-liner-italy-over-virus-fears-china-couple,2020-31-01,Today Online,auto,2020-01-31
142,Italy lets passengers off cruise ship after virus scare,https://www.todayonline.com/world/italy-lets-passengers-cruise-ship-after-virus-scare,2020-31-01,Today Online,auto,2020-01-31
143,China virus death toll tops 200 as WHO declares global emergency,https://www.todayonline.com/world/china-virus-death-toll-tops-200-who-declares-global-emergency,2020-31-01,Today Online,auto,2020-01-31
144,WHO declares international emergency over Wuhan coronavirus,https://www.todayonline.com/world/who-declares-international-emergency-over-novel-coronavirus,2020-31-01,Today Online,auto,2020-01-31
145,Explainer: What is a super spreader of diseases like the Wuhan coronavirus?,https://www.todayonline.com/world/explainer-what-super-spreader-diseases-wuhan-coronavirus,2020-31-01,Today Online,auto,2020-01-31
146,"Wuhan coronavirus: First infected Singaporean among 3 new cases, bringing tally to 16",https://www.todayonline.com/singapore/wuhan-coronavirus-first-infected-singaporean-among-3-new-cases-bringing-tally-16,2020-31-01,Today Online,auto,2020-01-31
147,"Barbie Hsu Sends 10,000 Masks To Wuhan After Taiwan Halts Export Of Masks; She & Her Sister Dee Get Slammed By Taiwanese Netizens",https://www.todayonline.com/8days/sceneandheard/entertainment/barbie-hsu-sends-10000-masks-wuhan-after-taiwan-halts-export-masks,2020-31-01,Today,manual,2020-01-31
148,Distribution of masks will start at 200 RC centres from Feb 1,https://www.todayonline.com/singapore/distribution-masks-will-start-200-rc-centres-saturday-chan-chun-sing,2020-31-01,Today,manual,2020-01-31
149,"All new visitors who have been to China in the last 14 days to be barred from entering, transiting through S'pore",https://www.todayonline.com/singapore/all-new-visitors-who-have-been-china-last-14-days-barred-entering-transiting-through,2020-31-01,Today,manual,2020-01-31
150,"Warnings of online scams, dubious goods amid mask-buying frenzy",https://www.todayonline.com/world/warnings-online-scams-dubious-goods-amid-mask-buying-frenzy,2020-31-01,Today,manual,2020-01-31
151,"Gan, Wong to deliver ministerial statement on whole-of-Govt response to Wuhan coronavirus in Parliament on Feb 3",https://www.todayonline.com/singapore/questions-wuhan-coronavirus-set-dominate-sitting-parliament-feb-3,2020-31-01,Today,manual,2020-01-31
152,Thai taxi driver is kingdom’s first human-to-human transmission of Wuhan coronavirus,https://www.todayonline.com/world/thai-taxi-driver-kingdoms-first-human-human-transmission-virus,2020-31-01,Today,manual,2020-01-31
153,"Wuhan coronavirus: Scoot to suspend flights between Singapore and 11 Chinese cities, Singapore Airlines to reduce capacity",https://www.todayonline.com/singapore/wuhan-virus-scoot-suspend-flights-between-singapore-and-11-chinese-cities-singapore,2020-31-01,Today Online,auto,2020-01-31
154,Closing borders could accelerate spread of Wuhan coronavirus: WHO,https://www.todayonline.com/world/closing-borders-could-accelerate-spread-wuhan-coronavirus-who,2020-31-01,Today,manual,2020-01-31
155,"MOH, MTI issue correction directions over posts about Wuhan coronavirus transmissions, supply of face masks",https://www.todayonline.com/singapore/moh-mti-issue-correction-directions-over-posts-about-wuhan-coronavirus-transmissions,2020-31-01,Today Online,auto,2020-01-31
156,"Wuhan coronavirus: Govt ‘overreacting’ to take preemptive steps but individuals should heed ‘best advice’, says PM Lee",https://www.todayonline.com/singapore/wuhan-coronavirus-govt-overreacting-order-take-preemptive-steps-individuals-should-heed,2020-31-01,Today Online,auto,2020-01-31
157,"SAF personnel packing masks, doing contact tracing, supporting fight against Wuhan coronavirus",https://www.todayonline.com/singapore/saf-personnel-packing-masks-contact-tracing-supporting-fight-against-wuhan-coronavirus,2020-31-01,Today Online,auto,2020-01-31
158,"Nearly 1,000 students, staff on leave of absence after returning from China, says MOE",https://www.todayonline.com/singapore/nearly-1000-students-staff-leave-absence-after-returning-china-says-moe,2020-31-01,Today,manual,2020-01-31
159,'This is different now': Doctor who treated first Sars patient says S'pore is better prepared for Wuhan coronavirus,https://www.todayonline.com/singapore/doctor-who-treated-first-sars-patient-says-singapore-better-prepared-wuhan-coronavirus,2020-01-02,Today Online,auto,2020-02-01
160,Chinese tourists desert Phuket as Wuhan coronavirus spreads,https://www.todayonline.com/world/chinese-tourists-desert-phuket-wuhan-coronavirus-spreads,2020-01-02,Today Online,auto,2020-02-01
161,Chinese tourists desert Thai resort as coronavirus spreads,https://www.todayonline.com/world/chinese-tourists-desert-thai-resort-coronavirus-spreads,2020-01-02,Today Online,auto,2020-02-01
162,China ambassador says no need for 'unnecessary panic' over Wuhan coronavirus,https://www.todayonline.com/world/china-ambassador-says-no-need-unnecessary-panic-over-wuhan-coronavirus,2020-01-02,Today,manual,2020-02-01
163,"The Big Read: 17 years on, S’pore puts Sars lessons to the test in fight against Wuhan coronavirus",https://www.todayonline.com/singapore/big-read-17-years-spore-puts-sars-lessons-test-fight-against-wuhan-coronavirus,2020-01-02,Today,manual,2020-02-01
164,"Anxiety, confusion, rush for masks: How the Wuhan coronavirus makes people panicky and how to stay calm",https://www.todayonline.com/singapore/anxiety-confusion-rush-masks-how-wuhan-coronavirus-makes-people-panicky-and-how-stay-calm,2020-01-02,Today Online,auto,2020-02-01
165,First day of free mask distribution sees orderly proceedings and minimal queues,https://www.todayonline.com/singapore/first-day-free-mask-distribution-sees-orderly-proceedings-and-minimal-queues,2020-01-02,Today Online,auto,2020-02-01
166,"Ban on new visitors who have been to China is to protect S'pore's public health, anti-China sentiment unhelpful: PM Lee",https://www.todayonline.com/singapore/ban-new-visitors-who-have-been-china-protect-spores-public-health-anti-china-sentiment,2020-01-02,Today Online,auto,2020-02-01
167,"Vietnam suspends all China flights, Australia to bar entry to non-citizens arriving from Chinese mainland",https://www.todayonline.com/world/wuhan-coronavirus-vietnam-suspends-all-china-flights-australia-refuse-entry-non-citizens,2020-01-02,Today,manual,2020-02-01
168,The Big Read in short: Fighting the Wuhan coronavirus with lessons from Sars crisis,https://www.todayonline.com/singapore/big-read-short-fighting-wuhan-coronavirus-lessons-sars-crisis,2020-01-02,Today Online,auto,2020-02-01
169,"Wuhan coronavirus: Second infected S'porean among 2 new cases, no evidence of community spread, says MOH",https://www.todayonline.com/singapore/wuhan-coronavirus-second-infected-singaporean-among-2-new-cases-no-evidence-community,2020-01-02,Today Online,auto,2020-02-01
170,China facing global isolation as virus toll rises,https://www.todayonline.com/world/china-reports-46-new-coronavirus-deaths-total-259,2020-01-02,Today Online,auto,2020-02-01
171,"Private hire, taxi drivers worried about picking up sick passengers as Wuhan coronavirus cases mount",https://www.todayonline.com/singapore/private-hire-taxi-drivers-worried-about-picking-sick-passengers-wuhan-coronavirus-outbreak,2020-01-02,Today Online,auto,2020-02-01
172,"Singapore confident, supportive of China’s handling of Wuhan coronavirus outbreak: Shanmugam",https://www.todayonline.com/singapore-confident-supportive-chinas-handling-wuhan-coronavirus-outbreak-shanmugam,2020-02-02,Today Online,auto,2020-02-02
173,"Coronavirus won't turn you into a 'zombie', says Malaysia",https://www.todayonline.com/world/coronavirus-wont-turn-you-zombie-says-malaysia,2020-02-02,Today,manual,2020-02-02
174,China's Hubei province reports rise in coronavirus deaths to 294,https://www.todayonline.com/world/chinas-hubei-province-reports-45-new-coronavirus-deaths-feb-1-total-294,2020-02-02,Today Online,auto,2020-02-02
175,"Worst hit by Wuhan coronavirus outbreak, tourism and transport sectors to get targeted help in Budget: DPM Heng",https://www.todayonline.com/singapore/worst-hit-wuhan-coronavirus-outbreak-tourism-and-transport-sectors-get-targeted-help,2020-02-02,Today Online,auto,2020-02-02
176,Indonesia to stop flights to and from China amid Wuhan coronavirus epidemic,https://www.todayonline.com/world/indonesia-stop-flights-and-china-amid-coronavirus-epidemic-0,2020-02-02,Today,manual,2020-02-02
177,"As Wuhan coronavirus spread, China’s old habits delayed fight",https://www.todayonline.com/world/wuhan-coronavirus-spread-chinas-old-habits-delayed-fight,2020-02-02,Today Online,auto,2020-02-02
178,Please take my daughter': Mother of girl with cancer pleads at virus blockade,https://www.todayonline.com/world/please-take-my-daughter-mother-girl-cancer-pleads-virus-blockade,2020-02-02,Today,manual,2020-02-02
179,Japan confirms three more citizens evacuated from Wuhan test positive for coronavirus,https://www.todayonline.com/world/japan-confirms-three-more-citizens-evacuated-wuhan-test-positive-coronavirus-1,2020-02-02,Today,manual,2020-02-02
180,Wuhan coronavirus death toll rises to 304 with 45 new fatalities: Chinese govt,https://www.todayonline.com/world/wuhan-coronavirus-death-toll-rises-304-45-new-fatalities-chinese-govt,2020-02-02,Today Online,auto,2020-02-02
181,"Wuhan doctors beaten up, overworked, under supplied",https://www.todayonline.com/world/wuhan-doctors-beaten-overworked-under-supplied,2020-02-02,Today,manual,2020-02-02
182,Chinese city Wenzhou outside Wuhan coronavirus epicentre shuts down,https://www.todayonline.com/world/chinese-city-wenzhou-outside-wuhan-coronavirus-epicentre-shuts-down,2020-02-02,Today,manual,2020-02-02
183,"No new cases of Wuhan coronavirus in Singapore as of 2pm on Feb 2, contact tracing for confirmed cases ongoing: MOH",https://www.todayonline.com/singapore/no-new-cases-wuhan-coronavirus-singapore-contact-tracing-confirmed-cases-ongoing-moh,2020-02-02,Today Online,auto,2020-02-02
184,"China singles out US for criticism, after travel restrictions imposed by a raft of countries",https://www.todayonline.com/world/china-singles-out-us-criticism-after-travel-restrictions-imposed-raft-countries,2020-02-02,Today Online,auto,2020-02-02
185,‘Don’t say I’m from Wuhan’: Community in S’pore keeps low profile as coronavirus wrecks hometown,https://www.todayonline.com/singapore/dont-say-im-wuhan-community-spore-keeps-low-profile-coronavirus-wrecks-hometown,2020-02-02,Today Online,auto,2020-02-02
186,S’pore must prepare for long haul given uncertainty over Wuhan coronavirus: Chan Chun Sing,https://www.todayonline.com/singapore/spore-must-prepare-long-haul-given-uncertainty-over-wuhan-coronavirus-chan-chun-sing,2020-02-02,Today Online,auto,2020-02-02
187,"Wuhan coronavirus: Licence fees waived for all hotels, those with infected guests get help with cleaning costs",https://www.todayonline.com/singapore/wuhan-coronavirus-licence-fees-waived-all-hotels-those-infected-guests-get-help-cleaning,2020-02-02,Today Online,auto,2020-02-02
188,"Wuhan coronavirus: S’pore imposed travel ban because of its size, situation and resources, says Shanmugam",https://www.todayonline.com/singapore/wuhan-coronavirus-spore-imposed-travel-ban-because-its-size-situation-and-resources-says,2020-02-02,Today Online,auto,2020-02-02
189,"Religious teacher under investigation by MHA, Muis for post saying novel coronavirus was retribution from Allah against Chinese",https://www.todayonline.com/singapore/religious-teacher-under-investigation-mha-muis-racist-post-saying-novel-coronavirus-was,2020-02-02,Today,manual,2020-02-02
190,"Vietnam airlines resume flights to Taiwan, HK and Macau after govt lifts bans",https://www.todayonline.com/world/vietnam-airlines-resume-flights-taiwan-hk-and-macau-after-govt-lifts-bans-0,2020-02-02,Today,manual,2020-02-02
191,Philippines reports first Wuhan coronavirus death outside China,https://www.todayonline.com/world/philippines-reports-first-virus-death-outside-china,2020-02-02,Today,manual,2020-02-02
192,"China reports outbreak of deadly bird flu among chickens in Hunan province, close to coronavirus epicentre of Wuhan",https://www.todayonline.com/world/china-reports-outbreak-deadly-bird-flu-among-chickens-hunan-province-close-coronavirus,2020-02-02,Today,manual,2020-02-02
193,NTU undergraduates create campaign to combat ‘fake news’ spreading among older S’poreans,https://www.todayonline.com/singapore/ntu-undergraduates-create-campaign-combat-fake-news-among-older-sporeans,2020-02-02,Today Online,auto,2020-02-02
194,No new confirmed cases of novel coronavirus in Singapore for a second day: MOH,https://www.todayonline.com/singapore/no-new-confirmed-cases-wuhan-novel-coronavirus-singapore-second-day-moh,2020-03-02,Today Online,auto,2020-02-03
195,The novel coronavirus outbreak raises the spectre of Sars,https://www.todayonline.com/commentary/wuhan-novel-coronavirus-outbreak-spectre-sars,2020-03-02,Today Online,auto,2020-02-03
196,"More than 500 quarantined due to coronavirus, ugly behaviour towards them ‘irresponsible’: Lawrence Wong",https://www.todayonline.com/singapore/more-500-quarantined-due-wuhan-coronavirus-ugly-behaviour-towards-them-irresponsible-lawrence,2020-03-02,Today Online,auto,2020-02-03
197,"140 S’poreans still in Wuhan, 4 not evacuated earlier due to symptoms, hospitalisation: Lawrence Wong",https://www.todayonline.com/singapore/140-sporeans-still-wuhan-coronavirus-4-unable-board,2020-03-02,Today Online,auto,2020-02-03
198,Major summit on eve of Singapore Airshow cancelled on coronavirus fears,https://www.todayonline.com/singapore/some-exhibitors-drop-out-singapore-airshow-due-wuhan-coronavirus,2020-03-02,Today Online,auto,2020-02-03
199,Chinese turn to social media to feed stranded pets in virus city,https://www.todayonline.com/world/chinese-turn-social-media-feed-stranded-pets-virus-city,2020-03-02,Today Online,auto,2020-02-03
200,"Novel coronavirus looks increasingly like a pandemic, experts say",https://www.todayonline.com/world/novel-wuhan-coronavirus-looks-increasingly-pandemic-experts-say,2020-03-02,Today Online,auto,2020-02-03
201,"Novel coronavirus: Deaths in China rise to 360, exceeding country's Sars death toll",https://www.todayonline.com/world/wuhan-virus-deaths-china-rise-360-exceeding-sars-mainland-toll,2020-03-02,Today Online,auto,2020-02-03
202,Quieter response to novel coronavirus in countries where China holds sway,https://www.todayonline.com/world/quieter-response-novel-coronavirus-countries-where-china-holds-sway,2020-03-02,Today Online,auto,2020-02-03
203,Annie Yi Seen Handling Her Mask The Wrong Way In Her Video About The Wuhan Virus,https://www.todayonline.com/8days/sceneandheard/entertainment/annie-yi-seen-handling-her-mask-wrong-way-her-video-about-wuhan,2020-03-02,Today,manual,2020-02-03
204,"After eight-day construction, China's novel coronavirus hospital to receive patients",https://www.todayonline.com/world/after-eight-day-construction-china-virus-hospital-receive-patients-0,2020-03-02,Today Online,auto,2020-02-03
205,Novel coronavirus: Scientists identify possible new mode of transmission — human faeces,https://www.todayonline.com/world/wuhan-coronavirus-scientists-identify-possible-new-mode-transmission-human-faeces,2020-03-02,Today Online,auto,2020-02-03
206,Novel coronavirus outbreak: How bad will the crisis get?,https://www.todayonline.com/world/wuhan-coronavirus-outbreak-how-bad-will-crisis-get,2020-03-02,Today Online,auto,2020-02-03
207,Novel coronavirus outbreak: Indonesia bars entry to visitors from China amid evacuation protest,https://www.todayonline.com/world/wuhan-coronavirus-outbreak-Indonesia-bars-entry-visitors-China-amid-evacuation-protest,2020-03-02,Today Online,auto,2020-02-03
208,Virus-free certificates? Enough medical staff? MPs pepper ministers with questions on novel coronavirus,https://www.todayonline.com/singapore/virus-free-certificates-enough-medical-staff-parliament-questions-over-wuhan-novel-coronavirus,2020-03-02,Today Online,auto,2020-02-03
209,Wuhan coronavirus: Some tourism-related firms hit hard by travel ban,https://www.todayonline.com/singapore/wuhan-coronavirus-some-tourism-related-firms-hit-hard-travel-ban,2020-03-02,Today Online,auto,2020-02-03
210,Thailand sees apparent success treating novel coronavirus with drug cocktail,https://www.todayonline.com/world/thailand-sees-apparent-success-treating-wuhan-virus-drug-cocktail,2020-03-02,Today Online,auto,2020-02-03
211,China’s place in world economy means novel coronavirus will hit global growth,https://www.todayonline.com/commentary/novel-wuhan-coronavirus-china-global-growth,2020-03-02,Today Online,auto,2020-02-03
212,China says 'urgently needs' medical masks to tackle virus,https://www.todayonline.com/world/china-says-urgently-needs-medical-masks-tackle-virus,2020-03-02,Today Online,auto,2020-02-03
213,Life in the time of coronavirus: How Wuhan made it through a week in lockdown,https://www.todayonline.com/world/life-time-coronavirus-how-wuhan-made-it-through-week-lockdown,2020-03-02,Today Online,auto,2020-02-03
214,"Singapore has to be ready for community spread, mutation of coronavirus: Gan Kim Yong",https://www.todayonline.com/singapore/Singapore-ready-community-spread-mutation-Wuhan-coronavirus-Gan-Kim-Yong,2020-03-02,Today Online,auto,2020-02-03
215,China hunts for travellers from virus epicentre,https://www.todayonline.com/world/china-hunts-travellers-virus-epicentre,2020-03-02,Today Online,auto,2020-02-03
216,‘Lowest of the low’: Cleaners in Hong Kong forgotten amid Wuhan virus crisis,https://www.todayonline.com/world/lowest-low-cleaners-hong-kong-forgotten-amid-wuhan-virus-crisis,2020-03-02,Today Online,auto,2020-02-03
217,"Japan quarantines 3,500 on cruise ship over novel coronavirus",https://www.todayonline.com/world/japan-quarantines-3500-cruise-ship-over-novel-coronavirus,2020-04-02,Today Online,auto,2020-02-04
218,Chinese boy with cerebral palsy dies a week after father taken into novel coronavirus quarantine,https://www.todayonline.com/china-boy-cerebral-palsy-die-father-wuhan-coronavirus-quarantine,2020-04-02,Today Online,auto,2020-02-04
219,Coronavirus outbreak shows the US and China are sailing in the same boat and share similar national security concerns,https://www.todayonline.com/commentary/wuhan-coronavirus-shows-us-china-sailing-same-boat-share-national-security,2020-04-02,Today Online,auto,2020-02-04
220,South Korean woman tests positive for coronavirus after Thailand visit,https://www.todayonline.com/world/south-korean-woman-tests-positive-wuhan-coronavirus-after-thailand-visit,2020-04-02,Today Online,auto,2020-02-04
221,"Malaysia confirms first citizen infected with coronavirus, total cases now 10",https://www.todayonline.com/world/malaysia-confirms-first-citizen-infected-wuhan-coronavirus-total-cases-now-10,2020-04-02,Today Online,auto,2020-02-04
222,South Korean 'mask hoarders' threatened with jail,https://www.todayonline.com/world/south-korean-mask-hoarders-threatened-jail,2020-04-02,Today Online,auto,2020-02-04
223,"Stranded, quarantined, doxxed: How coronavirus made pariahs of those who left Wuhan",https://www.todayonline.com/world/stranded-quarantined-doxxed-how-coronavirus-made-pariahs-those-who-left-wuhan,2020-04-02,Today Online,auto,2020-02-04
224,"Thailand confirms six new coronavirus cases, including four Thais",https://www.todayonline.com/world/thailand-confirms-six-new-coronavirus-cases-including-four-thais,2020-04-02,Today Online,auto,2020-02-04
225,Novel coronavirus death toll in China rises to 425,https://www.todayonline.com/world/wuhan-coronavirus-death-toll-china-rises-425,2020-04-02,Today Online,auto,2020-02-04
226,The novel coronavirus: Explaining the origins of a disease on the move,https://www.todayonline.com/world/wuhan-coronavirus-explaining-origins-disease-move,2020-04-02,Today Online,auto,2020-02-04
227,Hong Kong reports first coronavirus death; Macau to shut casinos,https://www.todayonline.com/world/hong-kong-reports-first-wuhan-coronavirus-fatality-tvb-news,2020-04-02,Today Online,auto,2020-02-04
228,Macau to suspend casino operations for two weeks to curb spread of virus,https://www.todayonline.com/world/macau-suspend-casino-operations-two-weeks-curb-spread-virus,2020-04-02,Today Online,auto,2020-02-04
229,Hong Kong reports first coronavirus death as hospital workers escalate strike,https://www.todayonline.com/world/hong-kong-reports-first-wuhan-coronavirus-death-hospital-workers-escalate-strike,2020-04-02,Today Online,auto,2020-02-04
230,"15 exhibitors pull out of S'pore Airshow, summit cancelled to ‘allow aviation leaders to deal with coronavirus situation’: Organisers",https://www.todayonline.com/singapore/exhibitors-pull-out-singapore-airshow-aviation-leadership-summit-cancelled-wuhan-coronavirus,2020-04-02,Today Online,auto,2020-02-04
231,"Novel coronavirus: Scrapping school assemblies, field trips, communal activities among new precautionary measures",https://www.todayonline.com/singapore/wuhan-coronavirus-cancellation-school-assemblies-field-trips-and-communal-activities-among-new-measures,2020-04-02,Today Online,auto,2020-02-04
232,Beijing sees 'major test' as doors to China close and coronavirus deaths surpass Sars,https://www.todayonline.com/world/beijing-sees-major-test-doors-china-close-and-wuhan-coronavirus-deaths-surpass-sars,2020-04-02,Today Online,auto,2020-02-04
233,"Beijing in the time of coronavirus: No traffic, empty parks and fear",https://www.todayonline.com/world/beijing-time-coronavirus-no-traffic-empty-parks-and-fear,2020-04-02,Today Online,auto,2020-02-04
234,China admits 'shortcomings' in novel coronavirus response,https://www.todayonline.com/world/china-admits-shortcomings-wuhan-novel-coronavirus-response,2020-04-02,Today Online,auto,2020-02-04
235,Have a good cry but no boozing: Expert tips for virus-stressed China,https://www.todayonline.com/world/have-good-cry-no-boozing-expert-tips-virus-stressed-china,2020-04-02,Today Online,auto,2020-02-04
236,"Novel coronavirus: Singapore reports first local transmissions, 4 cases linked to Jalan Besar shop visited by Chinese tour groups",https://www.todayonline.com/singapore/wuhan-novel-coronavirus-singapore-reports-first-local-transmissions-4-cases-linked-jalan-besar,2020-04-02,Today Online,auto,2020-02-04
237,Use of HIV drugs to fight novel coronavirus in patients in S’pore ‘promising’: MOH chief health scientist,https://www.todayonline.com/singapore/results-using-hivaids-drugs-fight-wuhan-novel-coronavirus-patients-singapore-promising-moh-chief,2020-04-02,Today Online,auto,2020-02-04
238,More Chinese cities shut down as virus death toll rises,https://www.todayonline.com/world/more-chinese-cities-shut-down-virus-death-toll-rises,2020-05-02,Today Online,auto,2020-02-05
239,Coronavirus deaths in mainland China rise to 490 as more countries confirm local transmission,https://www.todayonline.com/world/china-virus-deaths-rise-490-more-countries-confirm-local-transmission,2020-05-02,Today Online,auto,2020-02-05
240,Grand Hyatt Singapore taking steps to clean premises after 2 coronavirus cases reported overseas,https://www.todayonline.com/singapore/singapore-business-meeting-linked-malaysian-korean-coronavirus-cases,2020-05-02,Today Online,auto,2020-02-05
241,Two Malaysians brought back from China tested positive for coronavirus: Minister,https://www.todayonline.com/world/two-malaysians-brought-back-china-tested-positive-coronavirus-minister,2020-05-02,Today Online,auto,2020-02-05
242,China air force cleared for Singapore Airshow amid virus concerns,https://www.todayonline.com/singapore/china-air-force-cleared-singapore-airshow-amid-virus-concerns,2020-05-02,Today Online,auto,2020-02-05
243,Businesses see slowdown of 20% to 50% due to coronavirus outbreak: Ng Chee Meng,https://www.todayonline.com/singapore/businesses-see-slowdown-20-50-due-wuhan-coronavirus-outbreak-ng-chee-meng,2020-05-02,Today Online,auto,2020-02-05
244,Thai taxi driver who had coronavirus tells Wuhan to keep fighting,https://www.todayonline.com/world/thai-taxi-driver-who-had-coronavirus-tells-wuhan-keep-fighting-2,2020-05-02,Today Online,auto,2020-02-05
245,Thai taxi driver who had coronavirus tells Wuhan to keep fighting,https://www.todayonline.com/world/thai-taxi-driver-who-had-coronavirus-tells-wuhan-keep-fighting-1,2020-05-02,Today Online,auto,2020-02-05
246,"South Korea reports two new coronavirus cases, including man who returned from Singapore",https://www.todayonline.com/world/south-korea-reports-two-new-wuhan-coronavirus-cases-including-man-who-returned-singapore,2020-05-02,Today Online,auto,2020-02-05
247,"Cathay Pacific asks all 27,000 employees to take unpaid leave as coronavirus hits demand",https://www.todayonline.com/world/cathay-pacific-asks-all-employees-unpaid-leave-coronavirus-hits-demand,2020-05-02,Today Online,auto,2020-02-05
248,Dog owners in China scramble to buy masks for pets in wake of coronavirus,https://www.todayonline.com/world/dog-owners-china-scramble-buy-masks-pets-wake-coronavirus,2020-05-02,Today Online,auto,2020-02-05
249,"Mothers may pass coronavirus to unborn children, say Chinese doctors",https://www.todayonline.com/world/mothers-may-pass-coronavirus-unborn-children-say-chinese-doctors,2020-05-02,Today Online,auto,2020-02-05
250,"Novel coronavirus: S’pore confirms 4 more cases, 3 of these locally transmitted and linked to same tour group from Guangxi",https://www.todayonline.com/singapore/wuhan-novel-coronavirus-spore-confirms-4-more-cases-3-these-locally-transmitted-and-linked-same,2020-05-02,Today Online,auto,2020-02-05
251,"When fake news, censorship make it harder to tackle a coronavirus",https://www.todayonline.com/commentary/when-fake-news-censorship-make-it-harder-tackle-coronavirus,2020-05-02,Today Online,auto,2020-02-05
252,At least 10 on Japan cruise ship have coronavirus: Minister,https://www.todayonline.com/world/least-10-japan-cruise-ship-have-coronavirus-minister,2020-05-02,Today Online,auto,2020-02-05
253,"Four-year-old Chinese girl in Langkawi with coronavirus cured, allowed to fly home",https://www.todayonline.com/world/four-year-old-chinese-girl-langkawi-coronavirus-cured-allowed-fly-home,2020-05-02,Today Online,auto,2020-02-05
254,Explainer: What to know about the HIV drugs touted as weapon in war on coronavirus,https://www.todayonline.com/world/explainer-what-you-need-know-about-hiv-drugs-touted-weapon-war-coronavirus,2020-05-02,Today Online,auto,2020-02-05
255,Hundreds held on cruise ship in Hong Kong as authorities check for coronavirus,https://www.todayonline.com/world/hundreds-held-cruise-ship-hong-kong-authorities-check-virus,2020-05-02,Today Online,auto,2020-02-05
256,Government donates S$1 million to Singapore Red Cross to aid communities in China stricken by coronavirus,https://www.todayonline.com/singapore/government-donates-s1-million-singapore-red-cross-aid-communities-china-stricken,2020-05-02,Today Online,auto,2020-02-05
257,Fear and takeout: 14 days in coronavirus ‘self-quarantine’,https://www.todayonline.com/world/fear-and-takeout-14-days-coronavirus-self-quarantine,2020-05-02,Today Online,auto,2020-02-05
258,Viral hysteria: Hong Kong panic sparks run on toilet paper,https://www.todayonline.com/world/viral-hysteria-hong-kong-panic-sparks-run-toilet-paper,2020-06-02,Today Online,auto,2020-02-06
259,"Govt to speed up transport projects, roll out ‘strong’ Budget package, as aviation sector hurt by coronavirus: Khaw",https://www.todayonline.com/singapore/government-speed-transport-projects-strong-budget-package-aviation-sector-hurt-wuhan-coronavirus,2020-06-02,Today Online,auto,2020-02-06
260,Chinese baby tests positive for coronavirus just 30 hours after birth,https://www.todayonline.com/world/chinese-baby-tests-positive-coronavirus-just-30-hours-after-birth,2020-06-02,Today Online,auto,2020-02-06
